"Year","Category","Sector","Country","Estimate","Lower CI","Upper CI","CV"
2015,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2015,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2015,"Imports","All groups","UK",4442500,4274000,4610500,"2"
2015,"Imports","All groups","England",3751500,3604500,3898500,"2"
2015,"Imports","All groups","Scotland",337500,286500,388500,"8"
2015,"Imports","All groups","Wales",268500,246500,290500,"4"
2015,"Imports","All groups","Northern Ireland",85000,78500,91500,"4"
2015,"Imports","Low carbon electricity","UK",693000,597000,788500,"7"
2015,"Imports","Low carbon electricity","England",536500,466000,607000,"7"
2015,"Imports","Low carbon electricity","Scotland",136000,85000,187000,"19"
2015,"Imports","Low carbon electricity","Wales",10500,500,20500,"48"
2015,"Imports","Low carbon electricity","Northern Ireland",9500,3500,16000,"34"
2015,"Imports","Low carbon heat","UK",167000,90500,243000,"23"
2015,"Imports","Low carbon heat","England",110000,52500,167000,"27"
2015,"Imports","Low carbon heat","Scotland",NA,NA,NA,"c"
2015,"Imports","Low carbon heat","Wales",18000,-1000,37500,"53"
2015,"Imports","Low carbon heat","Northern Ireland",14500,14000,14500,"1"
2015,"Imports","Energy from waste and biomass","UK",1243000,1192500,1294000,"2"
2015,"Imports","Energy from waste and biomass","England",1211500,1161000,1262000,"2"
2015,"Imports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2015,"Imports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2015,"Imports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2015,"Imports","Energy efficient products","UK",1012000,908000,1116000,"5"
2015,"Imports","Energy efficient products","England",NA,NA,NA,"c"
2015,"Imports","Energy efficient products","Scotland",152500,152000,153000,"0"
2015,"Imports","Energy efficient products","Wales",NA,NA,NA,"c"
2015,"Imports","Energy efficient products","Northern Ireland",NA,NA,NA,"c"
2015,"Imports","Low carbon services","UK",28000,28000,28000,"0"
2015,"Imports","Low carbon services","England",27500,27500,27500,"0"
2015,"Imports","Low carbon services","Scotland",500,500,500,"0"
2015,"Imports","Low carbon services","Wales",NA,NA,NA,"0"
2015,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2015,"Imports","Low emission vehicles","UK",1299500,1285500,1313500,"1"
2015,"Imports","Low emission vehicles","England",NA,NA,NA,"c"
2015,"Imports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2015,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2015,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2015,"Aquisitions","All groups","UK",5456500,4650000,6263000,"8"
2015,"Aquisitions","All groups","England",3606000,3070000,4142500,"8"
2015,"Aquisitions","All groups","Scotland",1300000,858500,1741000,"17"
2015,"Aquisitions","All groups","Wales",446500,139500,753500,"35"
2015,"Aquisitions","All groups","Northern Ireland",104000,82500,125500,"11"
2015,"Aquisitions","Low carbon electricity","UK",4285500,3508000,5063000,"9"
2015,"Aquisitions","Low carbon electricity","England",2645500,2140000,3151000,"10"
2015,"Aquisitions","Low carbon electricity","Scotland",1218500,780000,1656500,"18"
2015,"Aquisitions","Low carbon electricity","Wales",331500,47000,616000,"44"
2015,"Aquisitions","Low carbon electricity","Northern Ireland",90000,69000,111000,"12"
2015,"Aquisitions","Low carbon heat","UK",48000,42500,53000,"5"
2015,"Aquisitions","Low carbon heat","England",45000,41000,49000,"4"
2015,"Aquisitions","Low carbon heat","Scotland",NA,NA,NA,"c"
2015,"Aquisitions","Low carbon heat","Wales",NA,NA,NA,"c"
2015,"Aquisitions","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2015,"Aquisitions","Energy from waste and biomass","UK",582500,417500,748000,"14"
2015,"Aquisitions","Energy from waste and biomass","England",429000,316000,542000,"13"
2015,"Aquisitions","Energy from waste and biomass","Scotland",55000,5500,104500,"46"
2015,"Aquisitions","Energy from waste and biomass","Wales",93500,-18000,205500,"61"
2015,"Aquisitions","Energy from waste and biomass","Northern Ireland",5000,1500,8500,"34"
2015,"Aquisitions","Energy efficient products","UK",478000,325500,630500,"16"
2015,"Aquisitions","Energy efficient products","England",434500,283000,585500,"18"
2015,"Aquisitions","Energy efficient products","Scotland",23500,13500,34000,"22"
2015,"Aquisitions","Energy efficient products","Wales",13000,4500,21500,"34"
2015,"Aquisitions","Energy efficient products","Northern Ireland",7000,5500,8000,"9"
2015,"Aquisitions","Low carbon services","UK",6500,500,12500,"47"
2015,"Aquisitions","Low carbon services","England",4000,1500,6500,"34"
2015,"Aquisitions","Low carbon services","Scotland",NA,NA,NA,"67"
2015,"Aquisitions","Low carbon services","Wales",NA,NA,NA,"c"
2015,"Aquisitions","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2015,"Aquisitions","Low emission vehicles","UK",56000,54000,58500,"2"
2015,"Aquisitions","Low emission vehicles","England",48500,46500,50500,"2"
2015,"Aquisitions","Low emission vehicles","Scotland",NA,NA,NA,"c"
2015,"Aquisitions","Low emission vehicles","Wales",NA,NA,NA,"c"
2015,"Aquisitions","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2015,"Disposals","All groups","UK",437500,-26500,901500,"54"
2015,"Disposals","All groups","England",417500,-46500,881500,"57"
2015,"Disposals","All groups","Scotland",9000,5000,13000,"22"
2015,"Disposals","All groups","Wales",NA,NA,NA,"c"
2015,"Disposals","All groups","Northern Ireland",NA,NA,NA,"c"
2015,"Disposals","Low carbon electricity","UK",376000,-87000,838500,"63"
2015,"Disposals","Low carbon electricity","England",359000,-104000,821500,"66"
2015,"Disposals","Low carbon electricity","Scotland",8000,4500,12000,"24"
2015,"Disposals","Low carbon electricity","Wales",NA,NA,NA,"c"
2015,"Disposals","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2015,"Disposals","Low carbon heat","UK",NA,NA,NA,"57"
2015,"Disposals","Low carbon heat","England",NA,NA,NA,"58"
2015,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"c"
2015,"Disposals","Low carbon heat","Wales",NA,NA,NA,"c"
2015,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"0"
2015,"Disposals","Energy from waste and biomass","UK",NA,NA,NA,"52"
2015,"Disposals","Energy from waste and biomass","England",13000,-500,26000,"53"
2015,"Disposals","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2015,"Disposals","Energy from waste and biomass","Wales",NA,NA,NA,"~"
2015,"Disposals","Energy from waste and biomass","Northern Ireland",0,0,0,"0"
2015,"Disposals","Energy efficient products","UK",45000,14000,75500,"35"
2015,"Disposals","Energy efficient products","England",43500,12500,74500,"36"
2015,"Disposals","Energy efficient products","Scotland",NA,NA,NA,"38"
2015,"Disposals","Energy efficient products","Wales",NA,NA,NA,"34"
2015,"Disposals","Energy efficient products","Northern Ireland",NA,NA,NA,"2"
2015,"Disposals","Low carbon services","UK",NA,NA,NA,"0"
2015,"Disposals","Low carbon services","England",NA,NA,NA,"0"
2015,"Disposals","Low carbon services","Scotland",NA,NA,NA,"0"
2015,"Disposals","Low carbon services","Wales",NA,NA,NA,"0"
2015,"Disposals","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2015,"Disposals","Low emission vehicles","UK",1500,1500,1500,"0"
2015,"Disposals","Low emission vehicles","England",1000,1000,1000,"0"
2015,"Disposals","Low emission vehicles","Scotland",NA,NA,NA,"0"
2015,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"0"
2015,"Disposals","Low emission vehicles","Northern Ireland",NA,NA,NA,"0"
2016,"Number of businesses","All groups","UK",84500,68000,101000,"10"
2016,"Number of businesses","All groups","England",70000,54000,85500,"11"
2016,"Number of businesses","All groups","Scotland",9000,5000,13000,"23"
2016,"Number of businesses","All groups","Wales",9000,4000,13500,"27"
2016,"Number of businesses","All groups","Northern Ireland",4500,500,8500,"45"
2016,"Number of businesses","Low carbon electricity","UK",26500,14500,38500,"23"
2016,"Number of businesses","Low carbon electricity","England",20000,8500,31000,"29"
2016,"Number of businesses","Low carbon electricity","Scotland",2000,1500,2500,"14"
2016,"Number of businesses","Low carbon electricity","Wales",5000,1000,9000,"41"
2016,"Number of businesses","Low carbon electricity","Northern Ireland",2500,-1500,6500,"77"
2016,"Number of businesses","Low carbon heat","UK",NA,NA,NA,"46"
2016,"Number of businesses","Low carbon heat","England",NA,NA,NA,"52"
2016,"Number of businesses","Low carbon heat","Scotland",NA,NA,NA,"35"
2016,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"49"
2016,"Number of businesses","Low carbon heat","Northern Ireland",2000,-1500,6000,"88"
2016,"Number of businesses","Energy from waste and biomass","UK",8000,1500,14500,"41"
2016,"Number of businesses","Energy from waste and biomass","England",NA,NA,NA,"51"
2016,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"42"
2016,"Number of businesses","Energy from waste and biomass","Wales",2500,-1000,5500,"76"
2016,"Number of businesses","Energy from waste and biomass","Northern Ireland",2000,-2000,5500,"107"
2016,"Number of businesses","Energy efficient products","UK",53000,42500,64000,"10"
2016,"Number of businesses","Energy efficient products","England",46500,36000,56500,"11"
2016,"Number of businesses","Energy efficient products","Scotland",6000,2000,9500,"32"
2016,"Number of businesses","Energy efficient products","Wales",3000,1000,5000,"34"
2016,"Number of businesses","Energy efficient products","Northern Ireland",2000,500,3000,"37"
2016,"Number of businesses","Low carbon services","UK",NA,NA,NA,"59"
2016,"Number of businesses","Low carbon services","England",NA,NA,NA,"27"
2016,"Number of businesses","Low carbon services","Scotland",NA,NA,NA,"73"
2016,"Number of businesses","Low carbon services","Wales",NA,NA,NA,"49"
2016,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"39"
2016,"Number of businesses","Low emission vehicles","UK",NA,NA,NA,"50"
2016,"Number of businesses","Low emission vehicles","England",NA,NA,NA,"50"
2016,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"93"
2016,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"91"
2016,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"53"
2016,"Turnover","All groups","UK",41399500,37886000,44913000,"4"
2016,"Turnover","All groups","England",32199500,29144000,35255000,"5"
2016,"Turnover","All groups","Scotland",5941500,5164500,6718500,"7"
2016,"Turnover","All groups","Wales",2358000,1488000,3228000,"19"
2016,"Turnover","All groups","Northern Ireland",900500,744500,1056500,"9"
2016,"Turnover","Low carbon electricity","UK",12035500,10559500,13511500,"6"
2016,"Turnover","Low carbon electricity","England",7776500,6731500,8821500,"7"
2016,"Turnover","Low carbon electricity","Scotland",3568500,2963500,4173500,"9"
2016,"Turnover","Low carbon electricity","Wales",443500,244500,642500,"23"
2016,"Turnover","Low carbon electricity","Northern Ireland",247000,163500,331000,"17"
2016,"Turnover","Low carbon heat","UK",1665000,674500,2655000,"30"
2016,"Turnover","Low carbon heat","England",1146000,317500,1974000,"37"
2016,"Turnover","Low carbon heat","Scotland",342500,99000,586000,"36"
2016,"Turnover","Low carbon heat","Wales",NA,NA,NA,"c"
2016,"Turnover","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2016,"Turnover","Energy from waste and biomass","UK",3705500,3043000,4367500,"9"
2016,"Turnover","Energy from waste and biomass","England",3257500,2641500,3873500,"10"
2016,"Turnover","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2016,"Turnover","Energy from waste and biomass","Wales",211000,54000,368500,"38"
2016,"Turnover","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2016,"Turnover","Energy efficient products","UK",19840000,17057000,22623000,"7"
2016,"Turnover","Energy efficient products","England",16547000,14001000,19093000,"8"
2016,"Turnover","Energy efficient products","Scotland",1599500,1299500,1900000,"10"
2016,"Turnover","Energy efficient products","Wales",1376500,562000,2191000,"30"
2016,"Turnover","Energy efficient products","Northern Ireland",317000,234500,4e+05,"13"
2016,"Turnover","Low carbon services","UK",544500,313000,775500,"22"
2016,"Turnover","Low carbon services","England",346500,234500,458000,"16"
2016,"Turnover","Low carbon services","Scotland",176000,-21500,374000,"57"
2016,"Turnover","Low carbon services","Wales",17000,10000,24500,"22"
2016,"Turnover","Low carbon services","Northern Ireland",4500,1500,8000,"35"
2016,"Turnover","Low emission vehicles","UK",3609500,3139500,4079500,"7"
2016,"Turnover","Low emission vehicles","England",3126500,2692500,3560500,"7"
2016,"Turnover","Low emission vehicles","Scotland",NA,NA,NA,"c"
2016,"Turnover","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Turnover","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2016,"Employment (full time equivalent)","All groups","UK",210200,184200,236300,"6"
2016,"Employment (full time equivalent)","All groups","England",167200,143800,190600,"7"
2016,"Employment (full time equivalent)","All groups","Scotland",24000,18400,29600,"12"
2016,"Employment (full time equivalent)","All groups","Wales",12900,7000,18700,"23"
2016,"Employment (full time equivalent)","All groups","Northern Ireland",6200,4700,7700,"13"
2016,"Employment (full time equivalent)","Low carbon electricity","UK",29600,25200,34000,"8"
2016,"Employment (full time equivalent)","Low carbon electricity","England",19600,16300,22900,"9"
2016,"Employment (full time equivalent)","Low carbon electricity","Scotland",8100,5900,10300,"14"
2016,"Employment (full time equivalent)","Low carbon electricity","Wales",1200,500,1900,"30"
2016,"Employment (full time equivalent)","Low carbon electricity","Northern Ireland",700,400,900,"20"
2016,"Employment (full time equivalent)","Low carbon heat","UK",6000,2100,9900,"33"
2016,"Employment (full time equivalent)","Low carbon heat","England",3100,900,5200,"36"
2016,"Employment (full time equivalent)","Low carbon heat","Scotland",1400,-200,3000,"58"
2016,"Employment (full time equivalent)","Low carbon heat","Wales",NA,NA,NA,"66"
2016,"Employment (full time equivalent)","Low carbon heat","Northern Ireland",NA,NA,NA,"59"
2016,"Employment (full time equivalent)","Energy from waste and biomass","UK",9400,6100,12700,"18"
2016,"Employment (full time equivalent)","Energy from waste and biomass","England",7800,4700,10900,"20"
2016,"Employment (full time equivalent)","Energy from waste and biomass","Scotland",700,300,1000,"24"
2016,"Employment (full time equivalent)","Energy from waste and biomass","Wales",900,200,1500,"39"
2016,"Employment (full time equivalent)","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"45"
2016,"Employment (full time equivalent)","Energy efficient products","UK",147000,122200,171900,"9"
2016,"Employment (full time equivalent)","Energy efficient products","England",122800,100100,145400,"9"
2016,"Employment (full time equivalent)","Energy efficient products","Scotland",11700,7300,16200,"19"
2016,"Employment (full time equivalent)","Energy efficient products","Wales",9400,3700,15000,"31"
2016,"Employment (full time equivalent)","Energy efficient products","Northern Ireland",3200,2100,4300,"17"
2016,"Employment (full time equivalent)","Low carbon services","UK",4400,2400,6500,"23"
2016,"Employment (full time equivalent)","Low carbon services","England",2500,1600,3400,"19"
2016,"Employment (full time equivalent)","Low carbon services","Scotland",NA,NA,NA,"52"
2016,"Employment (full time equivalent)","Low carbon services","Wales",NA,NA,NA,"c"
2016,"Employment (full time equivalent)","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2016,"Employment (full time equivalent)","Low emission vehicles","UK",13800,9700,17800,"15"
2016,"Employment (full time equivalent)","Low emission vehicles","England",11500,7400,15500,"18"
2016,"Employment (full time equivalent)","Low emission vehicles","Scotland",400,400,400,"4"
2016,"Employment (full time equivalent)","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Employment (full time equivalent)","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2016,"Exports","All groups","UK",3639000,3224000,4054500,"6"
2016,"Exports","All groups","England",3006000,2629500,3382500,"6"
2016,"Exports","All groups","Scotland",279000,261000,297000,"3"
2016,"Exports","All groups","Wales",207000,153000,260500,"13"
2016,"Exports","All groups","Northern Ireland",147500,101000,193500,"16"
2016,"Exports","Low carbon electricity","UK",349000,305000,393500,"6"
2016,"Exports","Low carbon electricity","England",274500,232500,316000,"8"
2016,"Exports","Low carbon electricity","Scotland",60000,52000,67500,"7"
2016,"Exports","Low carbon electricity","Wales",6000,2000,10000,"33"
2016,"Exports","Low carbon electricity","Northern Ireland",9000,7000,10500,"11"
2016,"Exports","Low carbon heat","UK",101000,63500,138500,"19"
2016,"Exports","Low carbon heat","England",27000,11000,43500,"31"
2016,"Exports","Low carbon heat","Scotland",NA,NA,NA,"c"
2016,"Exports","Low carbon heat","Wales",NA,NA,NA,"c"
2016,"Exports","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2016,"Exports","Energy from waste and biomass","UK",79500,-18500,178000,"63"
2016,"Exports","Energy from waste and biomass","England",73000,-20500,166500,"65"
2016,"Exports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2016,"Exports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2016,"Exports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2016,"Exports","Energy efficient products","UK",831500,644000,1018500,"12"
2016,"Exports","Energy efficient products","England",612500,431500,794000,"15"
2016,"Exports","Energy efficient products","Scotland",NA,NA,NA,"5"
2016,"Exports","Energy efficient products","Wales",NA,NA,NA,"15"
2016,"Exports","Energy efficient products","Northern Ireland",NA,NA,NA,"31"
2016,"Exports","Low carbon services","UK",30500,27000,34000,"6"
2016,"Exports","Low carbon services","England",28000,24500,31000,"6"
2016,"Exports","Low carbon services","Scotland",1500,1500,2000,"3"
2016,"Exports","Low carbon services","Wales",NA,NA,NA,"16"
2016,"Exports","Low carbon services","Northern Ireland",NA,NA,NA,"51"
2016,"Exports","Low emission vehicles","UK",2247500,1897500,2597500,"8"
2016,"Exports","Low emission vehicles","England",1991000,1678500,2303000,"8"
2016,"Exports","Low emission vehicles","Scotland",NA,NA,NA,"8"
2016,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2016,"Imports","All groups","UK",6152500,5210500,7094500,"8"
2016,"Imports","All groups","England",5127500,4271500,5983500,"9"
2016,"Imports","All groups","Scotland",508500,382000,634500,"13"
2016,"Imports","All groups","Wales",244000,196000,292500,"10"
2016,"Imports","All groups","Northern Ireland",272500,-11000,556000,"53"
2016,"Imports","Low carbon electricity","UK",1372500,773000,1972500,"22"
2016,"Imports","Low carbon electricity","England",884000,375000,1393500,"29"
2016,"Imports","Low carbon electricity","Scotland",304000,181000,427500,"21"
2016,"Imports","Low carbon electricity","Wales",13000,3500,23000,"38"
2016,"Imports","Low carbon electricity","Northern Ireland",171000,-110000,452500,"84"
2016,"Imports","Low carbon heat","UK",NA,NA,NA,"c"
2016,"Imports","Low carbon heat","England",NA,NA,NA,"c"
2016,"Imports","Low carbon heat","Scotland",31500,29000,34000,"4"
2016,"Imports","Low carbon heat","Wales",NA,NA,NA,"32"
2016,"Imports","Low carbon heat","Northern Ireland",NA,NA,NA,"45"
2016,"Imports","Energy from waste and biomass","UK",1296500,960000,1633500,"13"
2016,"Imports","Energy from waste and biomass","England",1271000,934500,1608000,"14"
2016,"Imports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2016,"Imports","Energy from waste and biomass","Wales",NA,NA,NA,"54"
2016,"Imports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2016,"Imports","Energy efficient products","UK",1867500,1278000,2457000,"16"
2016,"Imports","Energy efficient products","England",1618500,1059000,2178000,"18"
2016,"Imports","Energy efficient products","Scotland",141000,114000,168000,"10"
2016,"Imports","Energy efficient products","Wales",59500,52500,66500,"6"
2016,"Imports","Energy efficient products","Northern Ireland",48500,26500,70500,"23"
2016,"Imports","Low carbon services","UK",NA,NA,NA,"c"
2016,"Imports","Low carbon services","England",NA,NA,NA,"c"
2016,"Imports","Low carbon services","Scotland",NA,NA,NA,"c"
2016,"Imports","Low carbon services","Wales",NA,NA,NA,"c"
2016,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2016,"Imports","Low emission vehicles","UK",1444500,1186500,1702000,"9"
2016,"Imports","Low emission vehicles","England",1252500,1033000,1471500,"9"
2016,"Imports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2016,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2016,"Aquisitions","All groups","UK",8505000,6110500,10899500,"14"
2016,"Aquisitions","All groups","England",5697000,3596500,7797500,"19"
2016,"Aquisitions","All groups","Scotland",1744000,930000,2558000,"24"
2016,"Aquisitions","All groups","Wales",298000,125500,470500,"30"
2016,"Aquisitions","All groups","Northern Ireland",766000,-63500,1595500,"55"
2016,"Aquisitions","Low carbon electricity","UK",7058500,4690500,9427000,"17"
2016,"Aquisitions","Low carbon electricity","England",4462000,2389000,6534500,"24"
2016,"Aquisitions","Low carbon electricity","Scotland",1682000,868000,2495500,"25"
2016,"Aquisitions","Low carbon electricity","Wales",258000,86500,429500,"34"
2016,"Aquisitions","Low carbon electricity","Northern Ireland",657000,-155500,1469500,"63"
2016,"Aquisitions","Low carbon heat","UK",132000,51500,212500,"31"
2016,"Aquisitions","Low carbon heat","England",120000,41500,198000,"33"
2016,"Aquisitions","Low carbon heat","Scotland",NA,NA,NA,"c"
2016,"Aquisitions","Low carbon heat","Wales",NA,NA,NA,"c"
2016,"Aquisitions","Low carbon heat","Northern Ireland",8000,-5000,21000,"82"
2016,"Aquisitions","Energy from waste and biomass","UK",746500,369000,1124000,"26"
2016,"Aquisitions","Energy from waste and biomass","England",614000,276500,951500,"28"
2016,"Aquisitions","Energy from waste and biomass","Scotland",22500,18500,27000,"9"
2016,"Aquisitions","Energy from waste and biomass","Wales",NA,NA,NA,"52"
2016,"Aquisitions","Energy from waste and biomass","Northern Ireland",93000,-76500,262500,"93"
2016,"Aquisitions","Energy efficient products","UK",398000,317000,478500,"10"
2016,"Aquisitions","Energy efficient products","England",346500,269000,424500,"11"
2016,"Aquisitions","Energy efficient products","Scotland",32500,12500,52000,"31"
2016,"Aquisitions","Energy efficient products","Wales",15000,12000,18500,"11"
2016,"Aquisitions","Energy efficient products","Northern Ireland",4000,1500,6000,"31"
2016,"Aquisitions","Low carbon services","UK",25500,-9000,60000,"69"
2016,"Aquisitions","Low carbon services","England",20000,-11500,51500,"80"
2016,"Aquisitions","Low carbon services","Scotland",NA,NA,NA,"c"
2016,"Aquisitions","Low carbon services","Wales",NA,NA,NA,"c"
2016,"Aquisitions","Low carbon services","Northern Ireland",3000,-2000,7500,"85"
2016,"Aquisitions","Low emission vehicles","UK",144500,70500,218500,"26"
2016,"Aquisitions","Low emission vehicles","England",134500,61000,208500,"28"
2016,"Aquisitions","Low emission vehicles","Scotland",NA,NA,NA,"c"
2016,"Aquisitions","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Aquisitions","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2016,"Disposals","All groups","UK",287000,220500,354000,"12"
2016,"Disposals","All groups","England",237000,178000,296000,"13"
2016,"Disposals","All groups","Scotland",34500,13500,56000,"31"
2016,"Disposals","All groups","Wales",13500,3000,24000,"40"
2016,"Disposals","All groups","Northern Ireland",NA,NA,NA,"61"
2016,"Disposals","Low carbon electricity","UK",241000,176500,305000,"14"
2016,"Disposals","Low carbon electricity","England",197000,140500,253500,"15"
2016,"Disposals","Low carbon electricity","Scotland",32500,11500,53500,"33"
2016,"Disposals","Low carbon electricity","Wales",NA,NA,NA,"53"
2016,"Disposals","Low carbon electricity","Northern Ireland",1500,-500,4000,"73"
2016,"Disposals","Low carbon heat","UK",NA,NA,NA,"c"
2016,"Disposals","Low carbon heat","England",NA,NA,NA,"c"
2016,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"c"
2016,"Disposals","Low carbon heat","Wales",NA,NA,NA,"c"
2016,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"17"
2016,"Disposals","Energy from waste and biomass","UK",6000,-1500,13000,"64"
2016,"Disposals","Energy from waste and biomass","England",5500,-1500,13000,"67"
2016,"Disposals","Energy from waste and biomass","Scotland",NA,NA,NA,"0"
2016,"Disposals","Energy from waste and biomass","Wales",NA,NA,NA,"0"
2016,"Disposals","Energy from waste and biomass","Northern Ireland",0,0,0,"0"
2016,"Disposals","Energy efficient products","UK",30500,13500,47000,"28"
2016,"Disposals","Energy efficient products","England",26500,11000,42500,"30"
2016,"Disposals","Energy efficient products","Scotland",NA,NA,NA,"28"
2016,"Disposals","Energy efficient products","Wales",NA,NA,NA,"52"
2016,"Disposals","Energy efficient products","Northern Ireland",NA,NA,NA,"32"
2016,"Disposals","Low carbon services","UK",NA,NA,NA,"c"
2016,"Disposals","Low carbon services","England",NA,NA,NA,"c"
2016,"Disposals","Low carbon services","Scotland",NA,NA,NA,"c"
2016,"Disposals","Low carbon services","Wales",0,0,0,"0"
2016,"Disposals","Low carbon services","Northern Ireland",0,0,0,"0"
2016,"Disposals","Low emission vehicles","UK",6500,5000,8000,"12"
2016,"Disposals","Low emission vehicles","England",5500,4500,7000,"12"
2016,"Disposals","Low emission vehicles","Scotland",NA,NA,NA,"c"
2016,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"c"
2016,"Disposals","Low emission vehicles","Northern Ireland",0,0,0,"0"
2017,"Number of businesses","All groups","UK",83500,73500,93000,"6"
2017,"Number of businesses","All groups","England",69000,60000,78500,"7"
2017,"Number of businesses","All groups","Scotland",10500,8500,12500,"10"
2017,"Number of businesses","All groups","Wales",9000,5500,12500,"19"
2017,"Number of businesses","All groups","Northern Ireland",3500,2500,4500,"14"
2017,"Number of businesses","Low carbon electricity","UK",24000,18000,30500,"13"
2017,"Number of businesses","Low carbon electricity","England",16500,10500,22500,"18"
2017,"Number of businesses","Low carbon electricity","Scotland",6000,4000,8000,"15"
2017,"Number of businesses","Low carbon electricity","Wales",2000,1000,2500,"22"
2017,"Number of businesses","Low carbon electricity","Northern Ireland",1500,1000,2000,"17"
2017,"Number of businesses","Low carbon heat","UK",4000,2500,5500,"19"
2017,"Number of businesses","Low carbon heat","England",3000,1500,4500,"25"
2017,"Number of businesses","Low carbon heat","Scotland",1000,500,1000,"20"
2017,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"52"
2017,"Number of businesses","Low carbon heat","Northern Ireland",NA,NA,NA,"69"
2017,"Number of businesses","Energy from waste and biomass","UK",4500,2500,6000,"19"
2017,"Number of businesses","Energy from waste and biomass","England",3500,2000,5000,"23"
2017,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"27"
2017,"Number of businesses","Energy from waste and biomass","Wales",NA,NA,NA,"52"
2017,"Number of businesses","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"52"
2017,"Number of businesses","Energy efficient products","UK",49500,43000,56000,"7"
2017,"Number of businesses","Energy efficient products","England",44500,38000,50500,"7"
2017,"Number of businesses","Energy efficient products","Scotland",3500,3000,4500,"12"
2017,"Number of businesses","Energy efficient products","Wales",4500,3000,6000,"16"
2017,"Number of businesses","Energy efficient products","Northern Ireland",1500,1000,2500,"24"
2017,"Number of businesses","Low carbon services","UK",5000,1500,8500,"37"
2017,"Number of businesses","Low carbon services","England",5000,1500,8500,"37"
2017,"Number of businesses","Low carbon services","Scotland",NA,NA,NA,"40"
2017,"Number of businesses","Low carbon services","Wales",2500,-500,5500,"67"
2017,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"62"
2017,"Number of businesses","Low emission vehicles","UK",1500,500,3000,"32"
2017,"Number of businesses","Low emission vehicles","England",1500,500,2500,"34"
2017,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"80"
2017,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"47"
2017,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"62"
2017,"Turnover","All groups","UK",44021500,41524000,46519500,"3"
2017,"Turnover","All groups","England",35325500,32977000,37674000,"3"
2017,"Turnover","All groups","Scotland",5926500,5510500,6342500,"4"
